Range (km),Battery Level (%),Latitude (°),Longitude (°),Speed (km/h),Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,km
47.83,22,25.379875,91.832849,128,262,40,149087,1,0,7.174499999999999,128,2023-04-28,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,31273.0
47.83,22,25.379875,91.832849,73,262,40,149087,1,0,7.174499999999999,128,2023-04-28,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,31570.0
185.1,48,35.303626,85.94066,128,295,21,237371,1,1,27.765,121,2023-10-01,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,87521.0
185.1,48,35.303626,85.94066,73,295,21,237371,1,1,27.765,121,2023-10-01,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,83085.0
43.98,19,22.456625,91.180953,128,141,18,498145,1,1,6.597,85,2023-08-29,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,34568.0
43.98,19,22.456625,91.180953,73,141,18,498145,1,1,6.597,85,2023-08-29,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,35984.0
202.87,49,33.077037,88.427074,128,160,13,897293,0,0,30.4305,144,2023-02-13,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,91020.0
202.87,49,33.077037,88.427074,73,160,13,897293,0,0,30.4305,144,2023-02-13,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,92322.0
212.68,53,14.024498,74.045331,128,104,30,360283,1,0,31.902,55,2023-12-01,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,96130.0
212.68,53,14.024498,74.045331,73,104,30,360283,1,0,31.902,55,2023-12-01,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,100677.0
391.16,86,29.769504,79.058137,128,152,11,336938,1,1,58.674,113,2023-07-03,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,165228.0
391.16,86,29.769504,79.058137,73,152,11,336938,1,1,58.674,113,2023-07-03,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,166193.0
93.04,28,29.097047,79.618303,128,198,12,192227,1,1,13.956,112,2023-02-02,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,56372.0
93.04,28,29.097047,79.618303,73,198,12,192227,1,1,13.956,112,2023-02-02,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,55907.0
87.78,27,23.477876,76.664005,128,99,40,143702,1,0,13.167,70,2023-02-25,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,47483.0
87.78,27,23.477876,76.664005,73,99,40,143702,1,0,13.167,70,2023-02-25,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,45340.0
305.87,71,35.515862,72.952286,128,130,13,350996,0,1,45.8805,81,2023-03-11,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,139817.0
305.87,71,35.515862,72.952286,73,130,13,350996,0,1,45.8805,81,2023-03-11,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,135559.0
176.43,46,20.126648,91.633907,128,167,26,502590,1,1,26.4645,141,2023-04-12,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,81870.0
176.43,46,20.126648,91.633907,73,167,26,502590,1,1,26.4645,141,2023-04-12,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,87359.0
341.83,77,9.356514,87.039694,128,56,28,143031,1,1,51.2745,122,2023-10-31,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,150959.0
341.83,77,9.356514,87.039694,73,56,28,143031,1,1,51.2745,122,2023-10-31,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,154597.0
405.36,88,18.83972,88.91255699999998,128,77,8,173247,1,1,60.804,53,2023-10-24,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,175455.0
405.36,88,18.83972,88.91255699999998,73,77,8,173247,1,1,60.804,53,2023-10-24,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,178579.0
380.35,83,19.007246,75.53814100000002,128,278,14,603233,1,1,57.0525,85,2023-07-26,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,163345.0
380.35,83,19.007246,75.53814100000002,73,278,14,603233,1,1,57.0525,85,2023-07-26,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,166792.0
383.35,86,20.749344,89.787403,128,205,6,121490,1,1,57.50250000000001,58,2023-09-15,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,166979.0
383.35,86,20.749344,89.787403,73,205,6,121490,1,1,57.50250000000001,58,2023-09-15,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,168401.0
328.91,76,27.633507,87.907601,128,180,31,970995,1,1,49.3365,67,2023-02-04,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,147974.0
328.91,76,27.633507,87.907601,73,180,31,970995,1,1,49.3365,67,2023-02-04,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,146740.0
20.6,17,10.013332,74.232217,128,62,23,389326,1,1,3.0900000000000003,83,2023-01-23,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,27108.0
20.6,17,10.013332,74.232217,73,62,23,389326,1,1,3.0900000000000003,83,2023-01-23,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,20000.0
191.87,48,21.942461,81.850189,128,201,21,916583,1,0,28.7805,128,2023-01-02,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,93834.0
191.87,48,21.942461,81.850189,73,201,21,916583,1,0,28.7805,128,2023-01-02,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,91190.0
168.0,42,8.246382,93.886592,128,120,40,793280,1,1,25.2,99,2023-09-27,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,86014.0
168.0,42,8.246382,93.886592,73,120,40,793280,1,1,25.2,99,2023-09-27,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,84104.0
208.82,51,36.118928,68.737273,128,141,9,526449,1,1,31.323,53,2023-07-02,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,102027.0
208.82,51,36.118928,68.737273,73,141,9,526449,1,1,31.323,53,2023-07-02,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,100927.0
291.97,68,34.360548,78.445532,128,173,15,706388,1,1,43.7955,131,2023-02-18,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,130742.0
291.97,68,34.360548,78.445532,73,173,15,706388,1,1,43.7955,131,2023-02-18,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,130586.0
105.69,31,19.925379,76.036866,128,245,34,204328,1,0,15.8535,125,2023-11-10,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,60381.0
105.69,31,19.925379,76.036866,73,245,34,204328,1,0,15.8535,125,2023-11-10,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,54151.0
416.7,91,26.285719,83.906136,128,210,13,313282,1,0,62.505,63,2023-06-13,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,181349.0
416.7,91,26.285719,83.906136,73,210,13,313282,1,0,62.505,63,2023-06-13,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,181907.0
241.94,56,29.766912,88.63512,128,94,32,828421,1,1,36.291,101,2023-01-23,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,110305.0
241.94,56,29.766912,88.63512,73,94,32,828421,1,1,36.291,101,2023-01-23,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,112225.0
359.57,79,12.975315,80.414793,128,283,28,151727,1,0,53.9355,88,2023-05-17,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,153794.0
359.57,79,12.975315,80.414793,73,283,28,151727,1,0,53.9355,88,2023-05-17,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,156914.0
330.6,76,30.061679,95.849246,128,295,36,994744,0,0,49.59,93,2023-08-22,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,145031.0
330.6,76,30.061679,95.849246,73,295,36,994744,0,0,49.59,93,2023-08-22,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,145046.0
120.03,35,35.77665800000001,86.721846,128,120,5,958613,1,1,18.0045,142,2023-10-05,varun,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,57594.0
120.03,35,35.77665800000001,86.721846,73,120,5,958613,1,1,18.0045,142,2023-10-05,shruthi,BMW,sainz,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,61860.0
47.59,20,28.486755,93.688439,140,163,27,285271,1,1,7.1385000000000005,138,2023-05-03,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,32661.0
47.59,20,28.486755,93.688439,92,163,27,285271,1,1,7.1385000000000005,138,2023-05-03,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,32798.0
372.6,83,16.271577,93.675943,140,247,34,200991,1,1,55.89,107,2023-06-19,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,162331.0
372.6,83,16.271577,93.675943,92,247,34,200991,1,1,55.89,107,2023-06-19,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,159160.0
114.96,35,31.927743,79.38115,140,77,40,394408,1,0,17.244,87,2023-01-18,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,64670.0
114.96,35,31.927743,79.38115,92,77,40,394408,1,0,17.244,87,2023-01-18,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,64918.0
75.46,26,34.345227,94.585185,140,296,8,856747,1,0,11.319,101,2023-12-25,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,44999.0
75.46,26,34.345227,94.585185,92,296,8,856747,1,0,11.319,101,2023-12-25,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,45400.0
212.57,53,33.85443,69.752138,140,58,34,311011,1,0,31.8855,137,2023-02-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,97981.0
212.57,53,33.85443,69.752138,92,58,34,311011,1,0,31.8855,137,2023-02-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,103733.0
43.13,18,36.39882,78.970566,140,91,16,361160,1,1,6.4695,139,2023-12-08,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,33867.0
43.13,18,36.39882,78.970566,92,91,16,361160,1,1,6.4695,139,2023-12-08,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,35829.0
340.59,78,8.310646,70.221192,140,227,38,435694,1,1,51.0885,115,2023-03-10,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,148605.0
340.59,78,8.310646,70.221192,92,227,38,435694,1,1,51.0885,115,2023-03-10,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,146338.0
111.77,32,15.016349,68.404151,140,72,39,523545,0,0,16.7655,70,2023-01-24,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,57940.0
111.77,32,15.016349,68.404151,92,72,39,523545,0,0,16.7655,70,2023-01-24,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,55694.0
332.69,74,35.771532,82.08231500000002,140,137,25,896843,0,1,49.9035,128,2023-07-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,144108.0
332.69,74,35.771532,82.08231500000002,92,137,25,896843,0,1,49.9035,128,2023-07-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,142136.0
224.14,55,23.063483,76.400067,140,71,34,708260,1,1,33.620999999999995,136,2023-04-27,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,101044.0
224.14,55,23.063483,76.400067,92,71,34,708260,1,1,33.620999999999995,136,2023-04-27,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,104755.0
321.7,74,29.362440000000007,72.39280600000002,140,135,37,796468,1,1,48.255,126,2023-05-11,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,143078.0
321.7,74,29.362440000000007,72.39280600000002,92,135,37,796468,1,1,48.255,126,2023-05-11,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,137814.0
182.82,45,32.785596000000005,70.99624200000002,140,268,14,938810,0,1,27.423,104,2023-12-06,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,87282.0
182.82,45,32.785596000000005,70.99624200000002,92,268,14,938810,0,1,27.423,104,2023-12-06,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,90118.0
229.29,54,36.821782,78.92371899999998,140,156,30,929358,1,0,34.3935,62,2023-09-19,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,102145.0
229.29,54,36.821782,78.92371899999998,92,156,30,929358,1,0,34.3935,62,2023-09-19,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,104149.0
166.0,45,35.125789000000005,91.429036,140,219,13,250951,1,1,24.9,89,2023-09-19,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,84125.0
166.0,45,35.125789000000005,91.429036,92,219,13,250951,1,1,24.9,89,2023-09-19,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,77960.0
388.71,88,29.605244,70.519308,140,222,22,987411,1,0,58.30649999999999,67,2023-10-13,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,171369.0
388.71,88,29.605244,70.519308,92,222,22,987411,1,0,58.30649999999999,67,2023-10-13,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,168937.0
74.05,26,30.140506,93.812968,140,160,27,970008,1,0,11.1075,77,2023-01-16,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,43646.0
74.05,26,30.140506,93.812968,92,160,27,970008,1,0,11.1075,77,2023-01-16,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,49070.0
315.88,73,35.407026,72.238341,140,180,26,489850,1,1,47.382,143,2023-03-03,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,134974.0
315.88,73,35.407026,72.238341,92,180,26,489850,1,1,47.382,143,2023-03-03,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,135939.0
189.62,48,13.261598,69.987509,140,110,24,524352,1,1,28.443,109,2023-12-11,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,86621.0
189.62,48,13.261598,69.987509,92,110,24,524352,1,1,28.443,109,2023-12-11,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,92904.0
225.44,54,10.170494,89.1926,140,176,5,562374,1,0,33.815999999999995,107,2023-10-29,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,102971.0
225.44,54,10.170494,89.1926,92,176,5,562374,1,0,33.815999999999995,107,2023-10-29,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,99049.0
305.73,72,23.688559,86.887755,140,225,8,677177,1,1,45.8595,144,2023-07-07,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,139743.0
305.73,72,23.688559,86.887755,92,225,8,677177,1,1,45.8595,144,2023-07-07,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,140734.0
355.1,78,31.394129,79.112437,140,293,10,554169,1,1,53.265,56,2023-05-19,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,152762.0
355.1,78,31.394129,79.112437,92,293,10,554169,1,1,53.265,56,2023-05-19,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,154395.0
222.19,54,24.376192,74.061666,140,268,7,726752,1,0,33.3285,80,2023-03-14,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,100855.0
222.19,54,24.376192,74.061666,92,268,7,726752,1,0,33.3285,80,2023-03-14,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,100025.0
115.01,34,27.058817,95.205071,140,58,35,596228,1,1,17.2515,53,2023-02-05,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,60773.0
115.01,34,27.058817,95.205071,92,58,35,596228,1,1,17.2515,53,2023-02-05,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,58122.0
113.06,33,34.43234,70.955567,140,224,9,240826,1,0,16.959,137,2023-12-02,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,62002.0
113.06,33,34.43234,70.955567,92,224,9,240826,1,0,16.959,137,2023-12-02,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,61870.0
149.74,41,21.963891,75.346088,140,255,9,606349,1,1,22.461,96,2023-08-08,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,74344.0
149.74,41,21.963891,75.346088,92,255,9,606349,1,1,22.461,96,2023-08-08,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,71228.0
413.27,92,8.426996,89.6715,140,237,36,597195,1,0,61.9905,145,2023-08-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,176714.0
413.27,92,8.426996,89.6715,92,237,36,597195,1,0,61.9905,145,2023-08-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,179349.0
259.98,60,27.25582,90.871821,140,140,40,567991,1,0,38.997,97,2023-04-08,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,116500.0
259.98,60,27.25582,90.871821,92,140,40,567991,1,0,38.997,97,2023-04-08,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,121057.0
219.25,55,17.667638,70.967781,140,94,12,682401,1,1,32.8875,51,2023-05-17,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,103649.0
219.25,55,17.667638,70.967781,92,94,12,682401,1,1,32.8875,51,2023-05-17,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,98984.0
287.31,66,14.775151,83.496776,140,260,25,447457,0,1,43.0965,93,2023-06-18,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,126530.0
287.31,66,14.775151,83.496776,92,260,25,447457,0,1,43.0965,93,2023-06-18,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,128914.0
274.52,64,19.270193,76.092639,140,179,19,653489,1,0,41.178,149,2023-01-30,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,121202.0
274.52,64,19.270193,76.092639,92,179,19,653489,1,0,41.178,149,2023-01-30,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,126733.0
419.31,91,19.759018,84.227058,140,277,20,835274,1,1,62.8965,61,2023-04-12,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,178195.0
419.31,91,19.759018,84.227058,92,277,20,835274,1,1,62.8965,61,2023-04-12,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,177829.0
282.31,65,25.897158,79.260001,140,174,16,353550,1,1,42.3465,96,2023-02-24,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,129254.0
282.31,65,25.897158,79.260001,92,174,16,353550,1,1,42.3465,96,2023-02-24,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,123224.0
366.44,82,20.478009,96.177951,140,156,13,852957,1,1,54.966,136,2023-04-23,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,158164.0
366.44,82,20.478009,96.177951,92,156,13,852957,1,1,54.966,136,2023-04-23,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,159210.0
150.65,42,10.726118,85.913152,140,263,18,376368,1,1,22.5975,137,2023-09-08,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,78932.0
150.65,42,10.726118,85.913152,92,263,18,376368,1,1,22.5975,137,2023-09-08,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,76721.0
314.58,72,17.802657999999994,70.917819,140,113,34,233822,1,0,47.187,89,2023-11-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,139279.0
314.58,72,17.802657999999994,70.917819,92,113,34,233822,1,0,47.187,89,2023-11-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,134467.0
180.1,45,15.655262,82.100811,140,284,35,733923,1,0,27.015,142,2023-01-02,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,90043.0
180.1,45,15.655262,82.100811,92,284,35,733923,1,0,27.015,142,2023-01-02,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,85573.0
52.13,22,28.630791,91.687411,140,151,11,897500,1,0,7.8195,61,2023-05-27,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,37817.0
52.13,22,28.630791,91.687411,92,151,11,897500,1,0,7.8195,61,2023-05-27,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,39626.0
138.44,37,34.054886,77.716199,140,283,34,884926,1,1,20.766,76,2023-06-09,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,66302.0
138.44,37,34.054886,77.716199,92,283,34,884926,1,1,20.766,76,2023-06-09,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,71904.0
374.08,84,18.200656,90.221252,140,257,12,167362,1,1,56.112,124,2023-10-08,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,164374.0
374.08,84,18.200656,90.221252,92,257,12,167362,1,1,56.112,124,2023-10-08,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,163635.0
113.83,34,22.692638,86.197114,140,170,14,161934,1,1,17.0745,130,2023-11-02,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,59189.0
113.83,34,22.692638,86.197114,92,170,14,161934,1,1,17.0745,130,2023-11-02,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,64004.0
24.57,16,26.607095,68.935547,140,294,12,976368,1,0,3.6855,95,2023-07-20,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,22261.0
24.57,16,26.607095,68.935547,92,294,12,976368,1,0,3.6855,95,2023-07-20,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,24251.0
